ID,Document_ID,Sentence
AR-130-97455-6,AR-130-97455,في عام ٢٠١٦ أجريت أبحاث وتجارب على مجموعة من المجتمع تظهر فوائد ومضار وسائل التواصل الاجتماعي، كانت النتيجة صادمة بعض الشيء حيث إنها أظهرت أن معدل الانتحار ارتفع مع ظهور هذه الوسائل وأنها مضرة جدا للفرد.
AR-130-97455-7,AR-130-97455,وناقشت الصحيفة أن الانغماس الاجتماعي بالخروج مع الأصدقاء يساهم في زيادة السعادة للفرد وأن الوسائل الحديثة تؤثر على صحة الإنسان من حيث ضعف النظر وأمراض السمنة وغيرها من الأمراض المتعلقة بعدم الحركة والإدمان على الجلوس والاستمتاع بهذه الوسائل.
AR-130-97455-8,AR-130-97455,لكن تأثيرها على المجتمع أظهر نتائج معاكسة حيث إنها زادت من ثقافة المجتمع والتعرف على ثقافات وعادات دول مختلفة.
AR-130-97455-9,AR-130-97455,في الختام لكل عادة أو وسيلة فوائد ومضار وهذا يعتمد على مدى استعمال الشخص للوسيلة، فالدراسات أظهرت أن وسائل التواصل الاجتماعي تزيد من ثقافة الفرد وتكسبه العلم والمعرفة وأنها ترتقي بالمجتمع إلى التطور والوعي للعالم الحالي.
AR-130-97455-10,AR-130-97455,في الجهة الأخرى الإدمان على هذه الوسائل يزيد من عمليات الانتحار والأمراض النفسية للفرد وتفكك المجتمعات وازدياد المشاكل على المجتمع.
AR-130-97525-1,AR-130-97525,في الآونة الآخيرة شهد العالم تطورا في مجال التواصل الاجتماعي وبما في ذلك من نتائج تدل على مدى تأثير وسائل التواصل الاجتماعي على الفرد والمجتمع، ومن المعروف أنه هناك آثار إيجابية وأخرى سلبية.
AR-130-97525-2,AR-130-97525,أولا: لوسائل التواصل الاجتماعي عدة إيجابيات فمنها أنه يمكننا وبسهولة التواصل مع أقاربنا وأصدقائنا الذين يسكنون بعيدا عنا وأيضا يمكننا التواصل مع أي فرد يعيش في منطقة حول العالم، كما أن التواصل الاجتماعي ساعد الأفراد على تحسين العلم وإيجاد أناس آخرين يشاركونك اهتماماتك وهواياتك مما يؤدي إلى تطوير مهارات الفرد واكتساب مهارات وعلوم جديدة من الآخرين.
AR-130-97525-3,AR-130-97525,إن وسائل التواصل الاجتماعي أثرت على المجتمع من نواح اقتصادية واجتماعية، فلقد باتت هذه الوسائل تسهل على الأفراد شراء ما يحتاجون له من خلال الإنترنت أو إيجاد حل لأي سؤال لدى الفرد.
AR-130-97525-4,AR-130-97525,هذه الوسائل قامت بجعل المجتمع أكثر انفتاحا على مفاهيم جديدة وأفكار متشابهة.
AR-130-97525-5,AR-130-97525,ثانيا: لكل شيء إيجابيات وسلبيات، فالسلبيات في وسائل التواصل الاجتماعي أنه أصبح من السهل إيصال أفكار سلبية للفرد وقد أدت كثرة استخدام الهواتف للتواصل لتفريق وتضعيف العلاقات العائلية التي تعيش معها حيث أصبح الأشخاص لا يعرفون كيفية التواصل وجها لوجه.
AR-130-97525-6,AR-130-97525,ظهرت أمراض جديدة وكثرت الجرائم الإلكترونية، فقد نتج عن كثرة استخدام الأجهزة الإلكترونية ضعف النظر وأحيانا شلل في اليدين وكثرة الشحنات في الجسم وقلة النوم.
AR-130-97525-7,AR-130-97525,كما أن الجرائم الإلكترونية أصبحت أمرا عاديا وشديد الخطورة لأنه من الممكن للمجرم سرقة بياناتك واستغلالها في تهديدك من أجل مبلغ ما أو يستخدم هويتك لارتكاب جرائمه الخطيرة.
AR-130-97525-8,AR-130-97525,وفي الختام إن وسائل التواصل الاجتماعي نعمة ونقمة في آن واحد وذلك بكيفية استخدامك لها، فإذا استخدمتها بشكل صحيح تجعل حياتك راحة وسهلة وإذا استخدمتها بشكل خاطئ ستحل المشاكل عليك مثل البحر.
AR-130-97652-1,AR-130-97652,التطور الحضاري الذي تشهده دولة الإمارات العربية المتحدة لم يمض على قيام دولة الإمارات العربية المتحدة خمسون عاما، ومع ذلك هناك فرق كبير جدا قبل أربعين عاما مقارنة بالآن، فقد حرصت الحكومة على تطوير الدولة من كل النواحي مثل التعليم والصحة والعمران وغيرها من المجالات.
AR-130-97652-2,AR-130-97652,كان عدد الطلاب قليلا جدا في فترة السبعينات وكان معظم الطلاب يذهبون إلى إمام المسجد أو بما يطلق عليه المطوع لحفظ القرآن، ومع مرور الزمن بدأ الطلاب والطالبات بالذهاب إلى المدرسة وكانوا يدرسون باستخدام الكتب.
AR-130-97652-3,AR-130-97652,ومع التقدم الحضاري ومواكبة التطور أصبح التلاميذ في دولة الإمارات يدرسون باستخدام التقنية والأجهزة الإلكترونية، وأصبحت دولة الإمارات الآن من أكثر الدول المتقدمة في مجال التعليم باستخدام التكنولوجيا.
AR-130-97652-4,AR-130-97652,وقد شهدت دولة الإمارات تطورا كبيرا في مجال الرعاية الصحية، فقديما كانت هناك بعض الأمراض مثل الجدري وغيره من الأمراض القاتلة وكان العلاج الأكثر استخداما وشيوعا هو الأعشاب، أما الآن فقد أصبح علاج مرض الجدري سهلا جدا وأصبح الأطباء يعتمدون على الحبوب والأدوية في علاج الناس وتكون هذه الأدوية فعالة جدا.
AR-130-97652-5,AR-130-97652,عاش أجدادنا وآباؤنا في بيوت بسيطة جدا مصنوعة من مواد بسيطة جدا مثل سعف النخيل والطين، ومع مرور الوقت تكاثرت الموارد التي ساهمت في بناء بيوت كبيرة وجميلة من كل الجهات.
AR-130-97652-6,AR-130-97652,وقد ظهرت عدة معالم للدولة أبرزها برج خليفة الذي ما زال أطول برج في العالم، وغيره من المعالم التي برزت بسبب التطور الحضاري في الدولة.
AR-130-97652-7,AR-130-97652,جميع التغيرات التي حدثت تشهد أن التطور الحضاري في دولة الإمارات كبير جدا وما زالت الدولة تعمل على تطوير الدولة أكثر وأكثر لأن رؤية الدولة هي أن تكون في المرتبة الأولى من جميع النواحي.
AR-130-97726-1,AR-130-97726,ما أثر وسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع؟
AR-130-97726-2,AR-130-97726,وسائل التواصل الاجتماعي سلاح ذو حدين، له إيجابيات كثيرة وسلبيات كثيرة تؤثر على الفرد.
AR-130-97726-3,AR-130-97726,لقد سمعنا في الفترة الأخيرة مشاكل كثيرة عن التواصل الاجتماعي والتي تؤدي إلى الانتحار في بعض الأحيان والمرض النفسي.
AR-130-97726-4,AR-130-97726,للتواصل الاجتماعي سلبيات، ومنها: كثرة استخدام مواقع التواصل الاجتماعي تؤدي إلى ضعف النظر، وأيضا بمعنى مختلف (التنمر) والذي تحذر منه دولتنا الحبيبة الإمارات العربية المتحدة، وأيضا الجلوس لمدة طويلة على مواقع التواصل الاجتماعي يؤدي إلى التكاسل في فعل بعض الأمور.
AR-130-97726-5,AR-130-97726,ولكن لا ننسى فضل مواقع التواصل الاجتماعي في تطوير وتسهيل بعض الأمور، مثال: كتخفيف تكاثف السيارات في الشوارع، لقد نظمت حكومات ومؤسسات في دولة الإمارات العربية المتحدة برامج في الهواتف والحاسوب لتخليص المعاملات بسهولة وسرعة وتجنب زحمة السيارات، وأيضا تجنب وقوف المتعاملين في طوابير طويلة لإنهاء الإجراءات.
AR-130-97726-6,AR-130-97726,وفي النهاية لكل شيء إيجابيات وسلبيات ويجب على الإنسان استخدامها بطريقة جيدة ولا يسوء استخدامها.
AR-130-97823-1,AR-130-97823,التسامح التسامح وما أدراك ما التسامح؟
AR-130-97823-2,AR-130-97823,هو صفة عظيمة يتحلى بها الناس لترفعهم إلى أعلى مراتب الأخلاق الكريمة، وأهم من ذلك فهي صفة سيدنا ورسولنا الكريم محمد - صلى الله عليه وسلم - قدوة المسلمين أجمعين.
AR-130-97823-3,AR-130-97823,التسامح عبارة عن العطف والعفو عن من تسبب لنا بأذى متعمد أو غير متعمد والتغاضي عن خطئه وعدم رده بخطأ آخر بداعي الانتقام، فهذا الشيء يخالف ما أوصانا به ديننا الحنيف، فأوصانا ديننا الكريم بالتحلي بصفة التسامح، وكما يقال المسامح كريم.
AR-130-97823-4,AR-130-97823,لا يعني ذلك ترك المخطئ يعيد أخطاءه، لكن ذلك يعني بأن ننصحه ونوجهه للطريق الصحيح والابتعاد عن الانتقام منه بأي طريقة أخرى.
AR-130-97823-5,AR-130-97823,أعطت دولة الإمارات أهمية كبيرة لصفة التسامح، فوالدنا الشيخ زايد بن سلطان - رحمه الله - كان مثالا حسنا للتسامح.
AR-130-97823-6,AR-130-97823,فقد تم تسمية عام ٢٠١٩ لدولة الإمارات العربية المتحدة بعام التسامح في إطار تعزيز مفهوم التسامح لدى المواطنين والمقيمين وزوار دولتنا الحبيبة.
AR-130-97823-7,AR-130-97823,ولتعزيز التسامح أكثر في المجتمع يجب أولا التركيز على غرسه في الأطفال، فبذلك سيحملونه معهم للأجيال القادمة.
AR-130-97823-8,AR-130-97823,فعلى أولياء الأمور تعليم أبنائهم على التسامح في المنزل وفي الخارج لدى الأقرباء والناس.
AR-130-97823-9,AR-130-97823,وعلى المعلمين في المدارس تعليم الأطفال أيضا على أهمية التسامح وقيام أنشطة ممتعة تحبب الأطفال بذلك.
AR-130-97823-10,AR-130-97823,وعلى حكومتنا الرشيدة إقامة تجمعات وحفلات وبرامج توعية بأهمية التسامح، والأهم من ذلك تحلي الكبار بصفة التسامح ليقلدهم الأطفال.
AR-130-97823-11,AR-130-97823,طوبى لمن تحلى بصفة عظيمة كصفة التسامح، صفة جميلة تنشر الحب والسلام بين الناس والمجتمعات، وهي سم قاتل للحروب والأزمات.
AR-130-97823-12,AR-130-97823,فيجب علينا كلنا أن نتحلى بها لترتقي الأمم إلى أعلى مراحل التطور الفكري والأخلاقي.
AR-130-97827-1,AR-130-97827,يعتمد معظم الناس في يومنا الحاضر على الهواتف الذكية لفعل مهاماتهم اليومية ويأتي مع ذلك وسائل التواصل الاجتماعي.
AR-130-97827-2,AR-130-97827,استخدام وسائل التواصل الاجتماعي مثل الإنستجرام بشكل يومي له آثار شديدة على المجتمع، فقد وصلنا إلى مرحلة لا يستطيع فيها الفرد أن يفعل أي شيء من دون التقاط صورة، وذلك يؤدي إلى مضيعة الكثير من الوقت.
AR-130-97827-3,AR-130-97827,تجعل المجتمع يضع تركيزه الكامل على أمور غير نافعة ومضرة للفرد عند الإفراط في استخدامها.
AR-130-97827-4,AR-130-97827,في بعض الأحيان قد تحد وسائل التواصل الاجتماعي من الابتكار والإبداع بسبب عدم وضعها كأولوية، وانعدام الابتكار في المجتمع يسبب التدهور.
AR-130-97827-5,AR-130-97827,ولكن إذا استخدمت لفترة زمنية محددة في اليوم فإن الفرد يستطيع أن يستفيد منها وتصبح غير مضرة.
AR-130-97827-6,AR-130-97827,لذا يجب أن نقوم بتوعية من حولنا بأخطارها إذا استخدمت بطريقة خاطئة ومدى أهمية الاستفادة بالوقت وعدم مضيعته على ما هو ليس نافعا، وأن استخدامها بتوازن واعتدال قد يجعل لها تأثيرا إيجابيا في المجتمع.
AR-130-97841-1,AR-130-97841,التسامح التسامح هو التقبل، تقبل الأديان والأشكال المختلفة من الناس وشخصياتهم العديدة.
AR-130-97841-2,AR-130-97841,للتسامح أهمية كبيرة في مجتمعنا ولذلك علينا أن نعزز هذه القيمة في الأجيال الحالية أو حتى الأجيال القبلية.
AR-130-97841-3,AR-130-97841,بتعزيز التسامح سنحد من الحروب والمشاكل الأهلية والدولية وحتى العالمية.
AR-130-97841-4,AR-130-97841,أولا: تعزيز قيمة وثقافة التسامح عن طريق المدارس.
AR-130-97841-5,AR-130-97841,تعليم الأطفال عن أهمية التسامح عن طريق عرض أمثلة لهم عليه وآثاره على الفرد والمجتمع.
AR-130-97841-6,AR-130-97841,إن لذلك دورا كبيرا في نمو المجتمع وتأسيسه وتعزيزه فهذا يصنع طفلا قويا قادرا على التعايش مع الاختلافات والتسامح معها.
AR-130-97841-7,AR-130-97841,ثانيا: توعية الكبار في مجال العمل عن أهمية التسامح لكي يستطيعوا أن يعملوا في بيئة متسامحة مثمرة.
AR-130-97841-8,AR-130-97841,ويؤدي ذلك إلى سعادة الموظف في بيئة العمل وقدرته على العمل بسهولة كبيرة بدون أي صعوبات في طريقه.
AR-130-97841-9,AR-130-97841,في النهاية بعد تعزيز ثقافة التسامح وزرعها في المجتمع سيكون العيش أسهل وآمنا للجميع.
AR-130-97841-10,AR-130-97841,إن التسامح يحد من الكره والحقد ويحث على الحب والسلام.
AR-130-97841-11,AR-130-97841,إن التسامح واجب علينا لنعيش في بيئة مسالمة وجيدة.
AR-130-97908-1,AR-130-97908,التسامح من أسمى الصفات التي من الممكن أن يتحلى بها الإنسان، وهي تدل على الرفعة وسمو الأخلاق لدى الإنسان الحضاري، وهذه الصفة قد أوصانا بها النبي صلى الله عليه وسلم، ويجب كل مسلم أن يصفح عن أخيه المسلم زلاته، والإنسان بطبيعته خطاء.
AR-130-97908-2,AR-130-97908,التسامح ويعني الإصفاح هو ما نحتاجه في زمننا الحالي مع كثرة المشاكل في هذا الزمن، وعلينا نشر ثقافة التسامح في مجتمعنا متى سنحت لنا الفرصة كعرض وعمل فيديوهات للتوعية، عمل ندوات ومحاضرات عن أهميتها، التشجيع على التسامح وأنه بالطبع ليس سهلا ولكنه يخفف عن الكاهل الحزن الذي قد يشعر به الإنسان إن أبغض شخصا وجعل حياته سوداوية بسبب هذه المشاعر السيئة.
AR-130-97908-3,AR-130-97908,فالمهم الصفح والتسامح وذلك للتخفيف على الصحة النفسية للفرد ولانتشار المحبة والتعاون بين أفراد المجتمع بشكل عام.
AR-130-97908-4,AR-130-97908,وليس بالضروري أن التسامح معناه أن ترجع العلاقة مثل ما كانت من قبل وإنما معناه هو أن تريح النفس وعدم حمل الحقد والغل، وانشراح الصدر بعد الشعور بهذه المشاعر البائسة.
AR-130-97908-5,AR-130-97908,من رأيي الشخصي تجاهل جميع ما هو سلبي وإعطاء الأعذار للأشخاص قد يعطينا فرصة للإصفاح عن بعضنا البعض وأراه حلا لمن لا يعرف كيفية تجاهل هذه المشاعر السيئة.
AR-130-97947-1,AR-130-97947,بما أن هذا الجيل معروف ومهتم بالتكنولوجيا فإنه لا بد أن وسائل التواصل الاجتماعي لها أثر كبير على الفرد والمجتمع سواء كان سلبيا أم إيجابيا، فقد قمنا بالعديد من الاختراعات والابتكارات والابداعات وغيرها من الأشياء، ومن الأشياء الإيجابية التي يمكن أن تستفيد منها عبر التواصل الاجتماعي هو أن بإمكانك أن تسافر حول العالم بمجرد التصفح فيه من دون أن تنفق الكثير من المال.
AR-130-97981-1,AR-130-97981,إن لوسائل التواصل الاجتماعي تأثيرا سلبيا وإيجابيا على الفرد والمجتمع ككل، فهي تعتمد على كيفية استخدام الفرد لها.
AR-130-97981-2,AR-130-97981,وتلك المواقع تنفع الفرد أو المجتمع بطرق شتى، فإما تؤثر سلبا على الفرد وتسبب له أضرارا مادية أو معنوية أو تسبب له إيجابيات بنفعه في حياته المادية أو المعنوية.
AR-130-97981-3,AR-130-97981,فطريقة استخدام تلك الوسائل هي التي تحدد لك إذا كانت تنفعك أو تضرك.
AR-130-97981-4,AR-130-97981,الكثير من الناس يستفيدون من تلك المواقع وينفعون بها غيرهم كمساعدتهم في توصيل معلومة أو من خلال سرد القصص التي فيها عبر وعظة.
AR-130-97981-5,AR-130-97981,ولكن البعض الآخر يستخدمها بطريقة يضر فيها الآخرين كتجارة المخدرات أو نشر مقاطع سلبية أو ينتهك فيها خصوصية الآخرين.
AR-130-97981-6,AR-130-97981,لذلك عند استخدام تلك المواقع والوسائل يتوجب علينا استخدامها بحرص وعدم المشاركة في ما قد يسيء للآخرين وتجنب ما قد يضعك في مشكلة.
AR-130-97981-7,AR-130-97981,ولكن بشكل عام في نظري أعتقد أعتقد أنها تساعدنا وأنها هي من سهلت لنا حياتنا في التواصل مع الأهل والأصدقاء.
AR-130-97981-8,AR-130-97981,فلكل شيء إيجابياته وسلبياته.
AR-130-98023-1,AR-130-98023,لقد أكثر الناس من استخدام وسائل التواصل الاجتماعية في الآونة الأخيرة وذلك بسبب التطور السريع في الحضارات حول العالم.
AR-130-98023-2,AR-130-98023,أصبح الإنسان معتمدا على أجهزته للقيام بأشغاله اليومية، وقد بدأ الناس بالشعور بأن عليهم تصوير كل شيء يقومون بفعله وذلك قد يؤدي إلى شعور بعض الناس بالنقص إن لم يكن هذا الشيء ملكا لهم أيضا، وبالتالي يشعرون بالحقد تجاه من يملك هذه الأشياء الثمينة.
AR-130-98023-3,AR-130-98023,ولكن لوسائل التواصل الاجتماعية تأثيرات إيجابية، ومنها تطور وسائل التعليم في المدارس، وأيضا أصبح من الممكن للطلبة التواصل مع المعلمين بسهولة.
AR-130-98023-4,AR-130-98023,والتواصل أصبح أسهل على المجتمع فبإمكان شخص أن يتواصل مع عائلته حتى لو كان في بلد أخرى.
AR-130-98023-5,AR-130-98023,وبالتالي فإن وسائل التواصل قد أثرت على المجتمعات بطرق سلبية ولكن أكثرها إيجابية.
AR-130-98089-1,AR-130-98089,كل منا لديه هاتف نقال يحتوي على وسائل التواصل الاجتماعي حتى الأطفال أصبح لديهم هاتف، وهذه الوسائل قامت بالتأثير بشكل كبير على الفرد والمجتمع إما بشكل إيجابي أو سلبي.
AR-130-98089-2,AR-130-98089,لقد ساهمت هذه الوسائل في زيادة العلاقات بين البشر بين مختلف البشر من العالم وساعدت في اكتشاف وتعلم ثقافات جديدة، ففتحت للشخص منظورا جديدا يطلع من خلاله.
AR-130-98089-3,AR-130-98089,ولكنها على صعيد آخر قد قللت من تواجد البشر مع بعضهم البعض وعدم معرفتهم بمن يسكن بجانبهم.
AR-130-98089-4,AR-130-98089,وأصبح الكثير منهم يميل إلى الجلوس وحيدا، والبعض تأثر بشكل سلبي بسبب محتوى ظهر له غير من شخصيته لأن محتوى هذه الوسائل لم يكن كله جيدا.
AR-130-98089-5,AR-130-98089,وهناك من استغل فرصة هذه الوسائل في تدمير الأفراد وتهديدهم وجعلها وسيلة للحصول على المال من خلال التنمر والتهديد.
AR-130-98089-6,AR-130-98089,فيجب علينا نشر الوعي لخطورة هذه الوسائل على الصغير والكبير لكي لا نقع في مشكلة بسببها لأنها ستؤثر بشكل كبير على الفرد والمجتمع أيضا.
AR-130-98135-1,AR-130-98135,أصبحت وسائل التواصل الاجتماعي جزءا لا يتجزأ من حياتنا اليومية، فهي تأخذ الحيز الأكبر من وقتنا، على الرغم من أن الجميع يزعم قوتها ونفوذها إلا إن لها آثارا على الفرد والمجتمع.
AR-130-98135-2,AR-130-98135,في الماضي كانت المجتمعات أكثر تماسكا بل وأكثر تواصلا من عصرنا الحالي وذلك كان رغم بساطة الوسائل المطروحة آنذاك.
AR-130-98135-3,AR-130-98135,أما في عصرنا الحالي أصبح كل شيء متوفرا وأصبح التواصل أسهل وأبسط من ذي قبل، إلا إن أثر وسائل التواصل الاجتماعي أصبح كالوباء، فقد أصاب مجتمعنا وجعله مجتمعا منعزلا يستخدم هذه الوسائل لتضييع الوقت وحسب، إلى جانب إهمال الزيارات العائلية وغيرها من الأمور الحياتية التي وجب تنفيذها.
AR-130-98135-4,AR-130-98135,لا يمكننا إنكار أن الجميع يعرف أين يذهب جاره أو ماذا يفعل الآن، وهذا يدل على أن الخصوصية أصبحت مجرد كلمة عابرة وبلا معنى أو مغزى.
AR-130-98135-5,AR-130-98135,أما بالنسبة للأفراد، فقد أصبحت تنقصهم مهارات التواصل التي تلزمهم لتعايش مع محيطهم.
AR-130-98135-6,AR-130-98135,أما بالنسبة لفئة الأطفال فقد اكتسبوا لغة غير لغتهم الأم وأصبحت هي ما يتم التواصل به في المنزل، إلى جانب تعرضهم للعديد من الجرائم الإلكترونية ومن ضمنها التنمر والابتزاز.
AR-130-98135-7,AR-130-98135,أصبح العديد من الأفراد يميلون إلى العزلة والانطوائية، إلى جانب الأمراض الجسدية التي قد يتم التعرض لها ومنها آلام في الظهر والمفاصل ومشكلات النظر بأنواعها.
AR-130-98135-8,AR-130-98135,وفي الختام لا بد من استخدام وسائل التواصل الاجتماعي بحكمة، لكي لا يقع الجميع ضحية لهذه المواقع، الوقت كالسيف إن لم تقطعه قطعك.
AR-130-98148-1,AR-130-98148,فرض الإسلام علينا أن نتسامح مع جميع مخلوقات الأرض، فالتسامح أمر عظيم فلا يمكن للكل أن ينجحوا فيه.
AR-130-98148-2,AR-130-98148,التسامح منتشر في مجتمعنا الإماراتي، فنحن نعيش على أرض ينتمي إليها أشخاص من جميع أنحاء العالم وتوجد فيها معظم المعتقدات والأديان، وبسبب تعدد خلفيات المقيمين والمواطنين أدى ذلك إلى زيادة الاحترام والتسامح واختفاء الكراهية والتعصب.
AR-130-98148-3,AR-130-98148,ولكن لا شيء كامل فيمكننا أن نعزز ثقافة التسامح من خلال ربط المقيمين مع بعضهم البعض ومساعدتهم على فهم بعضهم البعض بطريقة أفضل.
AR-130-98148-4,AR-130-98148,من أكثر الوسائل التي تدعم الكراهية وتبعد الإنسان عن التسامح هي وسائل التواصل الاجتماعي، فأدى التواصل الاجتماعي إلى تنمية التكبر في مستخدميه، لأنهم يشعرون بأمان خلف شاشاتهم لأنه لا يمكن للشخص أن يواجه، فيشعر بعضهم بالقوة والشجاعة.
AR-130-98231-1,AR-130-98231,تبدأ مرحلة تعزيز الثقافة في المجتمع منذ الصغر وتحديدا بين أفراد العائلة، يجب على الأم والأب تعليم صغارهم على أن جميعنا سواسية، لا فرق بين عربي وأعجمي، وألا يفرق بيننا عرق أو لون أو جنس، جميعنا عباد الله ولا يمكن أن نحكم على الآخرين من هذه النواحي.
AR-130-98231-2,AR-130-98231,وإن تعلم الطفل هذه الدروس سينضج وهو إنسان محترم ذو أخلاق عالية ورفيعة.
AR-130-98231-3,AR-130-98231,على المجتمع أن يعمل على عدم تشجيع العنصرية وزيادة الأخلاق المحترمة فيه، لأن هذه الصفات تجعلك إنسانا سعيدا وتسعد الذين حولك.
AR-130-98231-4,AR-130-98231,أما العنصرية وغيرها تجعلك إنسانا غير ودود ولا يرغب الآخرون بالتواجد حولك.
AR-130-98231-5,AR-130-98231,أقرت دولة الإمارات العربية المتحدة على تسمية عام ٢٠١٩ بعام التسامح لتعزيز ثقافة التسامح في الدولة والحرص على أن الجميع يشعر بالأمان في هذه الدولة ومعاملة الجميع مثل الآخر.
AR-130-98231-6,AR-130-98231,فالتسامح من عادات وأخلاق المسلم، والتحلي بهذه الأخلاق والصفات يجعلك إنسانا صالحا.
AR-130-98231-7,AR-130-98231,وضع حملات في الدولة عن التسامح يعزز من ثقافتها ويقلل من الصفات غير المرغوب بها.
AR-130-98572-1,AR-130-98572,يتجه العالم في القرن ال٢١ إلى استخدام مواقع التواصل الاجتماعي نظرا لظهور عدد من المؤثرين الاجتماعيين في ساحة مواقع التواصل الاجتماعي في جميع مختلف أنحاء العالم من شتى المراحل العمرية.
AR-130-98572-2,AR-130-98572,رغم اختلاف الثقافات وتنوع الطرق والأساليب التي تربينا وكبرنا عليها إلا إنه تجمعنا في بعض الأحيان مواقع التواصل الاجتماعي لنتشارك الثقافات والعادات والتقاليد.
AR-130-98572-3,AR-130-98572,في منظور الجميع هذه المواقع نعتبرها سلاحا ذا حدين لتفاوت أعداد النتائج السلبية والإيجابية، إلا إن هناك أولياء أمور صارمين مع أبنائهم في استخدام تلك المواقع التي قد تكون سببا في فساد عقولهم وضياعهم أو سببا في نشأتهم بشكل حضاري وعقلاني.
AR-130-98572-4,AR-130-98572,أغلب المشاكل التي نتعرض لها في وقتنا الحالي من وراء هذه المواقع التي تفكك العلاقات الأسرية وتجعلنا بعيدين عنهم، ضعف العلاقة بين الأصدقاء، فعلاقة الصداقة لم تعد كالسابق بل اختيار الصديق يعتمد على مقدار المتابعين الذين يتابعونك وعدد اللايكات التي ستحصل عليها.
AR-130-98572-5,AR-130-98572,لذلك يجب علينا نحن أن نتحكم بتلك الوسائل ولا نجعلها هي من تتحكم بنا وأن نضع لها حدا ولاستخداماتنا أيضا.
AR-130-98675-1,AR-130-98675,ما هي وسائل التواصل الاجتماعي؟
AR-130-98675-2,AR-130-98675,وما تأثيرها على الفرد والمجتمع؟
AR-130-98675-3,AR-130-98675,إن استخدام وسائل التواصل الاجتماعي ازداد في عصرنا هذا، ولهذا الاستخدام آثار سلبية وآثار إيجابية تعتمد على طريقة استخدام الشخص لهذه الوسائل.
AR-130-98675-4,AR-130-98675,إذا نظرنا من الجانب الإيجابي فإن لوسائل التواصل الاجتماعي عدة ميزات، أولها أنها تسهل طريقة اتصال الناس ببعضهم البعض، كما أنها تجمع الأشخاص الذين يعيشون في دول مختلفة في دائرة واحدة.
AR-130-98675-5,AR-130-98675,بالإضافة إلى أن هذه الوسائل تسهل عملية استخراج المعلومات من شبكة المعلومات بطريقة أسرع من الوسائل الأخرى كالكتب وغيرها، كما أنه يمكن تكوين الصداقات ونشر الثقافة عبر وسائل التواصل الاجتماعي.
AR-130-98675-6,AR-130-98675,لذلك فإنه ينعكس بطريقة صحيحة على الفرد والمجتمع وذلك بتقوية الأواصر والتكافل الاجتماعي.
AR-130-98675-7,AR-130-98675,بوجود إيجابيات تميز وسائل التواصل الاجتماعي لا يعني أنه لا توجد سلبيات لاستخدام هذه الوسائل.
AR-130-98675-8,AR-130-98675,إن استخدام وسائل التواصل الاجتماعي لساعات طويلة قد يؤدي إلى أضرار كثيرة، كضعف النظر الصداع والإرهاق.
AR-130-98675-9,AR-130-98675,زيادة على هذا قد يسبب استخدام هذه الوسائل بكثرة العزلة والإدمان، نظرا إلى أن استخدام وسائل التواصل بطريقة خاطئة قد يؤدي إلى قضايا ومحاكم كجرائم التعدي والتنمر الإلكتروني، فذلك سينعكس على الفرد عن طريق ضعف الشخصية وضياع الحقوق وعلى المجتمع بانتشار الظلم وانعدام الثقة.
AR-130-98675-10,AR-130-98675,في الختام تأثير وسائل التواصل الاجتماعي على الفرد والمجتمع قوي جدا، لذا على الإنسان حسن استخدامه بالطريقة التي تنمي فكره وتفيده في حياته.
AR-130-98795-1,AR-130-98795,وسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع أصبح المجتمع في الآونة الآخيرة معتمدا اعتمادا كليا على التواصل باستخدام مواقع التواصل الاجتماعي، حيث يستخدمه الكبار والصغار في مختلف الفئات العمرية وفي كل مكان وزمان حيث ترى الجميع منشغلا بهاتفه الخلوي، ونادرا ما نجد شخصا لا يستخدم هذه المواقع.
AR-130-98795-2,AR-130-98795,هناك العديد من الأسباب لاستخدام هذه الوسائل، السبب الأول يعود إلى ظهور الثورة التكنولوجية مما يجعل الجميع يميل لاستخدام التكنولوجيا بدلا من الطرق التقليدية التي باتت قديمة، والسبب الثاني يرجع إلى سهولة استخدام هذه الوسائل حيث يمكنك التواصل مع من تحب بضغطة زر بسيطة تمكنك من التحدث معه حتى لو كان في الطرف الآخر من العالم.
AR-130-98795-3,AR-130-98795,ولكن لكل شيء في هذه الدنيا سلبيات وإيجابيات، ولهذه المواقع تأثيرها على الفرد والمجتمع فهي سلاح ذو حدين.
AR-130-98795-4,AR-130-98795,يمكن أن تؤثر مواقع التواصل الاجتماعي بطريقة سلبية على الفرد والمجتمع حيث إنها تقضي على معظم أوقاتنا وربما تحرمنا من لحظات سعيدة ومميزة كنا منشغلين فيها في مواقع التواصل الاجتماعي، بدلا من عيش هذه اللحظات في الحياة الواقعية مع من نحب.
AR-130-98795-5,AR-130-98795,أيضا هناك خطر انتشار العديد من الأخبار بطرق سريعة جدا في هذه المواقع مما يؤدي إلى العديد من المشاكل مثل الجرائم الإلكترونية والابتزاز والتنمر وغيرها.
AR-130-98795-6,AR-130-98795,تكمن إيجابيات وسائل التواصل الاجتماعي في العديد من المجالات حيث إنها تنمي انتشار الثقافة بين شعوب العالم عن طريق نشر صور من دول أخرى للتعرف عليها ونشر آخر الأخبار السياسية والاقتصادية المهمة سواء في الدول العظمى المهمة أو في الدول الفقيرة.
